latitude,longitude,cone,type
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
42.39318,-72.52931976,0,T
